video_id,title,description,channel_id,published_at,category_id,tags,view_count,like_count,comment_count,duration,definition,caption,licensed_content,privacy_status,license,embeddable,public_stats_viewable,is_made_for_kids,thumbnail_url,default_audio_language,default_language,actual_start_time,scheduled_start_time,actual_end_time,scheduled_end_time,concurrent_viewers,active_live_chat_id,recording_date,topicCategories,processing_status,parts_total,parts_processed,time_left_ms,processing_failure_reason
XaDZ2FGdEZU,That's NOT My NEIGHBOR in Minecraft!,"Can you tell who's real? My neighbors are acting SO weird today!

★Inspired by the game: That's not my Neighbor: https://store.steampowered.com/app/3431040/Thats_not_my_Neighbor/
💜 Come take a look at my merch! 💜 https://aphmeow.com/
► Instagram: https://www.instagram.com/aphmau_ 

====. * ･ ｡ﾟ☆ [Friends!] ☆｡ﾟ･* .====
★ Zane: Kestin Howard
★ Kim: Corinne Sudberg
★ Pierce: Shado_Temple
★ Ein: Chris Escalante 

NOT an official Minecraft Product. Not approved by or associated with Mojang or Microsoft.

#Minecraft #Aphmau",UCzYfz8uibvnB7Yc1LjePi4g,2025-06-21T19:52:19Z,20,Aphmau|Minecraft|Minecraft funny|Minecraft mods|Minecraft Aphmau|Aphmau pranks|Aphmau Minecraft Pranks|Aphmau Gaming|Aphmau Games|Aphmau Pranks Friends|Aphmau Playing As|Aphmau Aaron,687857,15109,1613,PT21M51S,hd,false,True,public,youtube,True,True,False,https://i.ytimg.com/vi/XaDZ2FGdEZU/hqdefault.jpg,en-US,,,,,,,,,https://en.wikipedia.org/wiki/Action-adventure_game|https://en.wikipedia.org/wiki/Role-playing_video_game|https://en.wikipedia.org/wiki/Simulation_video_game|https://en.wikipedia.org/wiki/Video_game_culture,processed,,,,
8Zv445rtbyA,Adopting UNICORN APHMAU in Minecraft!,"Magic and mayhem all wrapped up in a cute unicorn package!

💜 Come take a look at my merch! 💜 https://aphmeow.com/
► Instagram: https://www.instagram.com/aphmau_ 

====. * ･ ｡ﾟ☆ [Friends!] ☆｡ﾟ･* .====
★ Zane: Kestin Howard
★ KC: MegaMoeka
★ Kim: Corinne Sudberg
★ Pierce: Shado_Temple

NOT an official Minecraft Product. Not approved by or associated with Mojang or Microsoft.

#Minecraft #Aphmau",UCzYfz8uibvnB7Yc1LjePi4g,2025-06-20T21:52:51Z,20,Aphmau|Minecraft|Minecraft funny|Minecraft mods|Minecraft Aphmau|Aphmau pranks|Aphmau Minecraft Pranks|Aphmau Gaming|Aphmau Games|Aphmau Pranks Friends|Aphmau Playing As|Aphmau Aaron,927578,17750,2390,PT20M51S,hd,false,True,public,youtube,True,True,False,https://i.ytimg.com/vi/8Zv445rtbyA/hqdefault.jpg,en-US,,,,,,,,,https://en.wikipedia.org/wiki/Action-adventure_game|https://en.wikipedia.org/wiki/Role-playing_video_game|https://en.wikipedia.org/wiki/Video_game_culture,processed,,,,
W0rZ_bjmDpE,7 FRIENDS on my BEE Block!,"My friends are un-bee-lievable! Check it out!

💜 Come take a look at my merch! 💜 https://aphmeow.com/
► Instagram: https://www.instagram.com/aphmau_ 

====. * ･ ｡ﾟ☆ [Friends!] ☆｡ﾟ･* .====
★ Zane: Kestin Howard
★ Kim: Corinne Sudberg
★ Ein: Chris Escalante
★ Rhys: James Brown Jr.
★ Peebs: Corey Wilder
★ Pierce: Shado_Temple
★ Zena: Lindsay Jones

NOT an official Minecraft Product. Not approved by or associated with Mojang or Microsoft.

#Minecraft #Aphmau",UCzYfz8uibvnB7Yc1LjePi4g,2025-06-19T21:39:30Z,20,Aphmau|Minecraft|Minecraft funny|Minecraft mods|Minecraft Aphmau|Aphmau pranks|Aphmau Minecraft Pranks|Aphmau Gaming|Aphmau Games|Aphmau Pranks Friends|Aphmau Playing As|Aphmau Aaron,481073,11172,1775,PT21M54S,hd,false,True,public,youtube,True,True,False,https://i.ytimg.com/vi/W0rZ_bjmDpE/hqdefault.jpg,en-US,,,,,,,,,https://en.wikipedia.org/wiki/Action-adventure_game|https://en.wikipedia.org/wiki/Video_game_culture,processed,,,,
I0NjtGV9Kao,Minecraft But 1 STEP = +1 DISTURBING...,"You guys, things are gonna get WEIRD!

💜 The book is finally out! Get it today at participating book stores or https://www.harpercollins.com/products/aphmau-searching-for-home-aphmau?variant=43162110394402
► Instagram: https://www.instagram.com/aphmau_ 

====. * ･ ｡ﾟ☆ [Friends!] ☆｡ﾟ･* .====
★ Zane: Kestin Howard
★ Kim: Corinne Sudberg
★ Ein: Chris Escalante 
★ Garroth: Andy Cowley

NOT an official Minecraft Product. Not approved by or associated with Mojang or Microsoft.

#Minecraft #Aphmau",UCzYfz8uibvnB7Yc1LjePi4g,2025-06-18T22:15:01Z,20,Aphmau|Minecraft|Minecraft funny|Minecraft mods|Minecraft Aphmau|Aphmau pranks|Aphmau Minecraft Pranks|Aphmau Gaming|Aphmau Games|Aphmau Pranks Friends|Aphmau Playing As|Aphmau Aaron,670920,14559,1988,PT19M8S,hd,false,True,public,youtube,True,True,False,https://i.ytimg.com/vi/I0NjtGV9Kao/hqdefault.jpg,en-US,,,,,,,,,https://en.wikipedia.org/wiki/Action-adventure_game|https://en.wikipedia.org/wiki/Role-playing_video_game|https://en.wikipedia.org/wiki/Simulation_video_game|https://en.wikipedia.org/wiki/Video_game_culture,processed,,,,
